titulo,all_info,características,precio,usos
Alojamiento entero: piso. Anfitrión: Sergi,4 huéspedes · 2 dormitorios · 3 camas · 1 baño,"Alojamiento entero
(apartamento): será solo para ti.
Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 95 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita durante 48 horas","100€
 / noche
100€ por noche
4,29
(177 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
Aparcamiento gratuito en la calle
Admite mascotas
TV
Ascensor
Lavadora
Aire acondicionado
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 31 servicios"
Habitación privada en: piso. Anfitrión: Kasia,3 huéspedes · 1 dormitorio · 2 camas · 1 baño compartido,"Wifi
Los huéspedes suelen buscar este servicio tan popular
Cancelación gratuita antes del 23 ene.","110€ 
50€
 / noche
50€ por noche, inicialmente 110€
4,20
(89 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
TV
Ascensor
Lavadora
Secadora
Aire acondicionado
Secador de pelo
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 17 servicios"
Habitación privada en: loft. Anfitrión: Maria,"2 huéspedes · 1 dormitorio · 2 camas · 1,5 baños compartidos","Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Fantástico proceso de llegada
El 100 % de los últimos huéspedes han valorado con 5 estrellas el proceso de llegada.
Cancelación gratuita durante 48 horas","38€
 / noche
38€ por noche
4,98
(51 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
TV
Lavadora
Se permite dejar el equipaje
Secador de pelo
Frigorífico
Cámaras de seguridad en la propiedad
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 33 servicios"
Habitación privada en: piso. Anfitrión: Aquiles,"2 huéspedes · 1 dormitorio · 1 cama · 1,5 baños compartidos","Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Fantástico proceso de llegada
El 95 % de los últimos huéspedes han valorado con 5 estrellas el proceso de llegada.
Cancelación gratuita antes del 23 dic.","54€
 / noche
54€ por noche
4,78
(67 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
Ascensor
Secador de pelo
Frigorífico
Microondas
Aparcamiento de pago fuera de las instalaciones
Disponible para estancias largas
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 21 servicios"
Alojamiento entero: piso. Anfitrión: Flateli,6 huéspedes · 2 dormitorios · 3 camas · 1 baño,"Alojamiento entero
(apartamento): será solo para ti.
Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Wifi
Los huéspedes suelen buscar este servicio tan popular
Cancelación gratuita antes del 20 nov.","80€
 / noche
80€ por noche
4,21
(72 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
TV
Lavadora
Secadora
Aire acondicionado
Patio o balcón
Secador de pelo
Cámaras de seguridad en la propiedad
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
Mostrar los 29 servicios"
Alojamiento entero: apartamento con servicios. Anfitrión: Sata Sagrada Familia,4 huéspedes · 2 dormitorios · 4 camas · 1 baño,"Alojamiento entero
(apartamento con servicios): será solo para ti.
Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Llegada autónoma
Accede al alojamiento directamente mediante la caja de seguridad para llaves.
Cancelación gratuita antes del 2 ene.","95€
 / noche
95€ por noche
4,53
(17 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
TV
Ascensor
Lavadora
Secadora
Aire acondicionado
Cámaras de seguridad en la propiedad
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 42 servicios"
Habitación privada en: piso. Anfitrión: Conxa,1 huésped · 1 dormitorio · 1 cama · 1 baño compartido,"Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Fantástico proceso de llegada
El 95 % de los últimos huéspedes han valorado con 5 estrellas el proceso de llegada.
Cancelación gratuita durante 48 horas","20€
 / noche
20€ por noche
4,55
(280 evaluaciones)","¿Qué hay en este alojamiento?
Vistas al perfil urbano
Acceso a la playa, primera línea
Wifi
Aparcamiento gratuito en la calle
TV
Ascensor
Se permite dejar el equipaje
Secador de pelo
Frigorífico
Microondas
Mostrar los 42 servicios"
Habitación privada en: piso. Anfitrión: Mariana,1 huésped · 1 dormitorio · 1 cama · 1 baño compartido,"Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 90 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita durante 48 horas","25€
 / noche
25€ por noche
4,61
(39 evaluaciones)","¿Qué hay en este alojamiento?
Vistas al perfil urbano
Cocina
Wifi
TV
Ascensor
Lavadora
Patio o balcón (Compartida)
Se permite dejar el equipaje
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 30 servicios"
Alojamiento entero: loft. Anfitrión: Rosi,"2 huéspedes · 1 dormitorio · 1 cama · 1,5 baños","Alojamiento entero
(loft): será solo para ti.
Wifi
Los huéspedes suelen buscar este servicio tan popular
Cancelación gratuita antes del 15 may.","60€
 / noche
60€ por noche
4,13
(15 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
Lavadora
Patio o balcón (privada)
Secador de pelo
Frigorífico
Microondas
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
Mostrar los 26 servicios"
Alojamiento entero: loft. Anfitrión: Angeles,1 huésped · Estudio · 2 camas · 1 baño,"Alojamiento entero
(loft): será solo para ti.
Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Fantástico proceso de llegada
El 100 % de los últimos huéspedes han valorado con 5 estrellas el proceso de llegada.
Cancelación gratuita durante 48 horas","75€
 / noche
75€ por noche
4,81
(442 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
TV
Lavadora
Secadora
Aire acondicionado
Patio o balcón
Parque/cunas de viaje
Trona
Secador de pelo
Mostrar los 47 servicios"
Habitación privada en: piso. Anfitrión: Daniel,2 huéspedes · 1 dormitorio · 1 cama · 1 baño compartido,"Wifi
Los huéspedes suelen buscar este servicio tan popular
Cancelación gratuita antes del 6 feb.","42€
 / noche
42€ por noche
4,42
(43 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
TV
Lavadora
Secadora
Bañera
Secador de pelo
Frigorífico
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 40 servicios"
Habitación privada en: piso. Anfitrión: Miguel,"1 huésped · 1 dormitorio · 1 cama · 1,5 baños compartidos","Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 90 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita antes del 13 oct.","30€
 / noche
30€ por noche
4,77
(158 evaluaciones)","¿Qué hay en este alojamiento?
Acceso a la playa, primera línea (Público o compartido)
Wifi
Ascensor
Secador de pelo
Aparcamiento de pago en las instalaciones
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 24 servicios"
Habitación privada en: piso. Anfitrión: David,"2 huéspedes · 1 dormitorio · 1 cama · 1,5 baños compartidos","Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 92 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita durante 48 horas","35€
 / noche
35€ por noche
4,92
(12 evaluaciones)","¿Qué hay en este alojamiento?
Vistas al parque
Cocina
Wifi
Aparcamiento gratuito en la calle
Televisión de alta definición de 32"" con Amazon Prime Video, Apple TV, Fire TV, HBO Max, Netflix, canales por cable premium, televisión por cable estándar
Aire acondicionado portátil
Bañera
Cámaras de seguridad en la propiedad
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 44 servicios"
Habitación privada en: piso. Anfitrión: Ivan,2 huéspedes · 1 dormitorio · 1 cama · 1 baño compartido,"Ubicación fantástica
El 100 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Fantástico proceso de llegada
El 100 % de los últimos huéspedes han valorado con 5 estrellas el proceso de llegada.
Cancelación gratuita antes del 20 feb.","71€ 
60€
 / noche
60€ por noche, inicialmente 71€
4,75
(422 evaluaciones)","2 noches en Barcelona
25 de feb. de 2022 - 27 de feb. de 2022"
Alojamiento entero: piso. Anfitrión: Vicky,4 huéspedes · 2 dormitorios · 3 camas · 2 baños,"Alojamiento entero
(apartamento): será solo para ti.
Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 100 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita antes del 13 ene.","98€
 / noche
98€ por noche
4,82
(406 evaluaciones)","¿Qué hay en este alojamiento?
Vistas al perfil urbano
Cocina
Wifi
TV
Ascensor
Lavadora
Aire acondicionado
Patio o balcón
Cámaras de seguridad en la propiedad
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
Mostrar los 42 servicios"
Alojamiento entero: alojamiento residencial. Anfitrión: Rocio,3 huéspedes · 2 dormitorios · 2 camas · 1 baño,"Alojamiento entero
(casa): será solo para ti.
Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Admite mascotas
Los huéspedes suelen buscar este servicio tan popular
Cancelación gratuita antes del 17 nov.","35€
 / noche
35€ por noche
4,71
(35 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
Aparcamiento gratuito en la calle
Admite mascotas
TV
Lavadora
Secadora
Aire acondicionado
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 33 servicios"
Alojamiento entero: piso. Anfitrión: Coroa Gestion,4 huéspedes · 1 dormitorio · 1 cama · 1 baño,"Alojamiento entero
(apartamento): será solo para ti.
Llegada autónoma
Accede al alojamiento directamente mediante la caja de seguridad para llaves.
Wifi
Los huéspedes suelen buscar este servicio tan popular
Cancelación gratuita antes del 27 ene.","64€
 / noche
64€ por noche
4,65
(17 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
Aparcamiento gratuito en la calle
TV
Lavadora
Aire acondicionado
Secador de pelo
Microondas
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 23 servicios"
Alojamiento entero: piso. Anfitrión: Carmen,4 huéspedes · 2 dormitorios · 3 camas · 1 baño,"Alojamiento entero
(apartamento): será solo para ti.
Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Admite mascotas
Los huéspedes suelen buscar este servicio tan popular
Cancelación gratuita antes del 7 abr.","40€
 / noche
40€ por noche
4,71
(138 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
Aparcamiento gratuito en la calle
Admite mascotas
TV
Lavadora
Aire acondicionado
Secador de pelo
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 33 servicios"
Habitación privada en: piso. Anfitrión: Agustín,2 huéspedes · 1 dormitorio · 1 baño compartido,"Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 100 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita antes del 3 nov.","20€
 / noche
20€ por noche
4,86
(14 evaluaciones)","2 noches en València
4 de nov. de 2022 - 6 de nov. de 2022
LMXJVSD
LMXJVSD
noviembre 2022
diciembre 2022
Borrar fechas"
Alojamiento entero: piso. Anfitrión: Maria Jesus,4 huéspedes · 1 dormitorio · 1 cama · 1 baño,"Alojamiento entero
(apartamento): será solo para ti.
Llegada autónoma
Accede al alojamiento con ayuda del portero.
Ubicación fantástica
El 90 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita antes del 16 oct.","40€
 / noche
40€ por noche
4,31
(179 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
TV
Ascensor
Lavadora
Aire acondicionado
Se permite dejar el equipaje
Cuna
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 31 servicios"
Habitación privada en: piso. Anfitrión: Nicole,"2 huéspedes · 1 dormitorio · 1 cama · 1,5 baños compartidos","Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Fantástico proceso de llegada
El 90 % de los últimos huéspedes han valorado con 5 estrellas el proceso de llegada.
Cancelación gratuita antes del 27 ene.","20€
 / noche
20€ por noche
4,73
(59 evaluaciones)","¿Qué hay en este alojamiento?
Wifi
Aparcamiento gratuito en la calle
Ascensor
Lavadora
Se permite dejar el equipaje
Secador de pelo
Frigorífico
Microondas
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 22 servicios"
Habitación privada en: piso. Anfitrión: Maria Cristina,"1 huésped · 1 dormitorio · 1 cama · 1,5 baños compartidos","Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 100 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita antes del 3 jul.","15€
 / noche
15€ por noche
4,64
(122 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
Ascensor
Lavadora
Patio o balcón (Compartida)
Patio trasero
Se permite dejar el equipaje
Secador de pelo
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 31 servicios"
Alojamiento entero: loft. Anfitrión: Fernando,4 huéspedes · 1 dormitorio · 2 camas · 1 baño,"Alojamiento entero
(loft): será solo para ti.
Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Llegada autónoma
Accede al alojamiento directamente mediante la cerradura inteligente.
Cancelación gratuita antes del 27 oct.","43€
 / noche
43€ por noche
4,66
(167 evaluaciones)","¿Qué hay en este alojamiento?
Acceso a la playa (Público o compartido)
Cocina
Wifi
Aparcamiento gratuito en la calle
Admite mascotas
TV
Ascensor
Lavadora
Aire acondicionado
Cámaras de seguridad en la propiedad
Mostrar los 35 servicios"
Habitación privada en: piso. Anfitrión: Dariya,"1 huésped · 1 dormitorio · 1 cama · 1,5 baños compartidos","Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Fantástico proceso de llegada
El 95 % de los últimos huéspedes han valorado con 5 estrellas el proceso de llegada.
Cancelación gratuita antes del 6 ene.","15€
 / noche
15€ por noche
4,56
(372 evaluaciones)","¿Qué hay en este alojamiento?
Wifi
Ascensor
Secador de pelo
Zona para trabajar
Disponible para estancias largas
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 10 servicios"
Habitación privada en: piso. Anfitrión: Marisa,"1 huésped · 1 dormitorio · 2 camas · 1,5 baños","Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 100 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita antes del 26 may.","18€
 / noche
18€ por noche
4,83
(53 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
Aparcamiento gratuito en la calle
TV
Ascensor
Lavadora
Aire acondicionado
Se permite dejar el equipaje
Secador de pelo
Frigorífico
Mostrar los 35 servicios"
Alojamiento entero: loft. Anfitrión: Permafrost,3 huéspedes · 1 dormitorio · 1 cama · 1 baño,"Alojamiento entero
(loft): será solo para ti.
Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Llegada autónoma
Accede al alojamiento directamente mediante la caja de seguridad para llaves.
Cancelación gratuita antes del 9 oct.","68€
 / noche
68€ por noche
4,64
(276 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
TV
Ascensor
Lavadora
Secadora
Aire acondicionado
Se permite dejar el equipaje
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 32 servicios"
Habitación privada en: piso. Anfitrión: Cristina,1 huésped · 1 dormitorio · 1 cama · 1 baño compartido,"Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Fantástico proceso de llegada
El 100 % de los últimos huéspedes han valorado con 5 estrellas el proceso de llegada.
Cancelación gratuita antes del 14 jul.","18€
 / noche
18€ por noche
4,90
(48 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
TV
Ascensor
Aire acondicionado
Secador de pelo
Desayuno
Zona para trabajar
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 16 servicios"
Alojamiento entero: piso. Anfitrión: Emma&Adrian,4 huéspedes · 2 dormitorios · 2 camas · 1 baño,"Alojamiento entero
(apartamento): será solo para ti.
Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 100 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita durante 48 horas","67€
 / noche
67€ por noche
5,0
(18 evaluaciones)","¿Dónde dormirás?
Dormitorio 1
1 cama de matrimonio
Dormitorio 2
1 cama individual"
Alojamiento entero: piso. Anfitrión: Toni,5 huéspedes · 3 dormitorios · 4 camas · 1 baño,"Alojamiento entero
(apartamento): será solo para ti.
Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Fantástico proceso de llegada
El 100 % de los últimos huéspedes han valorado con 5 estrellas el proceso de llegada.
Admite mascotas
Los huéspedes suelen buscar este servicio tan popular","62€ 
50€
 / noche
50€ por noche, inicialmente 62€
4,67
(3 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
Aparcamiento gratuito en la calle
Admite mascotas
TV
Lavadora
Aire acondicionado
Patio o balcón
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 37 servicios"
Alojamiento entero: loft. Anfitrión: Alicia,2 huéspedes · 1 dormitorio · 1 cama · 1 baño,"Alojamiento entero
(loft): será solo para ti.
Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 100 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita antes del 29 sept.","83€
 / noche
83€ por noche
4,95
(196 evaluaciones)","¿Qué hay en este alojamiento?
Costa
Cocina
Wifi
Televisión de alta definición
Lavadora
Secadora
Aire acondicionado
Cámaras de seguridad en la propiedad
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 49 servicios"
Alojamiento entero: suite con entrada independiente. Anfitrión: Kate,2 huéspedes · 1 dormitorio · 1 cama · 1 baño,"Alojamiento entero
(suite con entrada independiente): será solo para ti.
Llegada autónoma
Accede al alojamiento directamente mediante la caja de seguridad para llaves.
Wifi
Los huéspedes suelen buscar este servicio tan popular
Cancelación gratuita antes del 23 ene.","38€
 / noche
38€ por noche","¿Qué hay en este alojamiento?
Cocina
Wifi
TV
Aire acondicionado
Bañera
Secador de pelo
Frigorífico
Zona para trabajar
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 30 servicios"
Alojamiento entero: apartamento con servicios. Anfitrión: Analia,4 huéspedes · 1 dormitorio · 2 camas · 1 baño,"Alojamiento entero
(apartamento con servicios): será solo para ti.
Ubicación fantástica
El 95 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Wifi
Los huéspedes suelen buscar este servicio tan popular
Cancelación gratuita antes del 12 dic. a las 13:00","112€ 
52€
 / noche
52€ por noche, inicialmente 112€
4,63
(19 evaluaciones)","2 noches en València
17 de dic. de 2021 - 19 de dic. de 2021"
Alojamiento entero: piso. Anfitrión: Carmen,"4 huéspedes · 2 dormitorios · 2,5 baños","Alojamiento entero
(apartamento): será solo para ti.
Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 100 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita antes del 21 jul.","80€
 / noche
80€ por noche
4,86
(7 evaluaciones)","2 noches en València
22 de jul. de 2022 - 24 de jul. de 2022"
Alojamiento entero: piso. Anfitrión: ValenciaGUEST,5 huéspedes · 2 dormitorios · 3 camas · 1 baño,"Alojamiento entero
(apartamento): será solo para ti.
Llegada autónoma
Accede al alojamiento directamente mediante la caja de seguridad para llaves.
Wifi
Los huéspedes suelen buscar este servicio tan popular
Cancelación gratuita antes del 3 feb.","90€
 / noche
90€ por noche
4,49
(126 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
Aparcamiento gratuito en la calle
TV
Ascensor
Lavadora
Secadora en el alojamiento (Gratis)
Aire acondicionado
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 40 servicios"
Alojamiento entero: piso. Anfitrión: Magui,3 huéspedes · 2 dormitorios · 2 camas · 1 baño,"Alojamiento entero
(apartamento): será solo para ti.
Ubicación fantástica
El 92 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Fantástico proceso de llegada
El 92 % de los últimos huéspedes han valorado con 5 estrellas el proceso de llegada.
Cancelación gratuita antes del 3 jul.","55€
 / noche
55€ por noche
4,82
(151 evaluaciones)","¿Qué hay en este alojamiento?
Costa
Cocina
Wifi
Aparcamiento gratuito en la calle
Admite mascotas
Televisión de alta definición con Netflix, televisión por cable estándar, Amazon Prime Video
Ascensor
Lavadora en el alojamiento (Gratis)
Bañera
Se permite dejar el equipaje
Mostrar los 56 servicios"
Alojamiento entero: piso. Anfitrión: Carmen,4 huéspedes · 2 dormitorios · 3 camas · 1 baño,"Alojamiento entero
(apartamento): será solo para ti.
Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Admite mascotas
Los huéspedes suelen buscar este servicio tan popular
Cancelación gratuita antes del 10 feb.","40€
 / noche
40€ por noche
4,71
(138 evaluaciones)","¿Dónde dormirás?
Dormitorio 1
1 cama de matrimonio
Dormitorio 2
2 camas individuales"
Habitación privada en: piso. Anfitrión: Marisa,"1 huésped · 1 dormitorio · 2 camas · 1,5 baños","Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 100 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita antes del 2 jun.","18€
 / noche
18€ por noche
4,83
(53 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
Aparcamiento gratuito en la calle
TV
Ascensor
Lavadora
Aire acondicionado
Se permite dejar el equipaje
Secador de pelo
Frigorífico
Mostrar los 35 servicios"
Alojamiento entero: piso. Anfitrión: Laura,3 huéspedes · 1 dormitorio · 1 cama · 1 baño,"Alojamiento entero
(apartamento): será solo para ti.
Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 90 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita antes del 14 abr.","59€
 / noche
59€ por noche
4,83
(198 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
TV
Lavadora
Aire acondicionado
Secador de pelo
Frigorífico
Microondas
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 25 servicios"
Habitación privada en: piso. Anfitrión: Monica,1 huésped · 1 dormitorio · 1 cama · 1 baño compartido,"Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Wifi
Los huéspedes suelen buscar este servicio tan popular
Cancelación gratuita durante 48 horas","16€
 / noche
16€ por noche
4,36
(11 evaluaciones)","2 noches en València
9 de sep. de 2022 - 11 de sep. de 2022
LMXJVSD
LMXJVSD
septiembre 2022
octubre 2022
Borrar fechas"
Alojamiento entero: loft. Anfitrión: Mr Flats,4 huéspedes · 1 dormitorio · 2 camas · 1 baño,"Alojamiento entero
(loft): será solo para ti.
Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 95 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita antes del 27 ene.","60€
 / noche
60€ por noche
4,74
(19 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
TV
Ascensor
Aire acondicionado
Secador de pelo
Disponible para estancias largas
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 13 servicios"
Habitación privada en: hostal. Anfitrión: Buho,1 huésped · 1 dormitorio · 1 cama · 2 baños compartidos,"Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 95 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita antes del 27 feb.","25€
 / noche
25€ por noche
4,84
(135 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
Lavadora
Patio o balcón
Patio trasero
Secador de pelo
Frigorífico
Microondas
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 25 servicios"
Alojamiento entero: loft. Anfitrión: Permafrost,2 huéspedes · 1 dormitorio · 1 cama · 1 baño,"Alojamiento entero
(loft): será solo para ti.
Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Llegada autónoma
Accede al alojamiento directamente mediante la caja de seguridad para llaves.
Cancelación gratuita antes del 2 ene.","68€
 / noche
68€ por noche
4,51
(277 evaluaciones)","2 noches en Valencia
7 de ene. de 2022 - 9 de ene. de 2022
LMXJVSD
LMXJVSD
enero 2022
febrero 2022
Borrar fechas"
