titulo,all_info,características,precio,usos
Habitación privada en: piso. Anfitrión: Teo,"2 huéspedes · 1 dormitorio · 1 cama · 1,5 baños compartidos","Llegada autónoma
Accede al alojamiento directamente mediante la cerradura inteligente.
Ubicación fantástica
El 95 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita antes del 2 jun.","15€
 / noche
15€ por noche
4,37
(27 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
TV
Lavadora
Aire acondicionado
Secador de pelo
Frigorífico
Cámaras de seguridad en la propiedad
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 22 servicios"
Habitación privada en: piso. Anfitrión: Dino,2 huéspedes · 1 dormitorio · 1 cama · 1 baño compartido,"Ubicación fantástica
El 95 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Wifi
Los huéspedes suelen buscar este servicio tan popular
Cancelación gratuita antes del 13 oct.","15€
 / noche
15€ por noche
4,53
(191 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
TV
Microondas
Apto para fumadores
Disponible para estancias largas
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 12 servicios"
Habitación privada en: piso. Anfitrión: Gaspar,"1 huésped · 1 dormitorio · 1 cama · 1,5 baños compartidos","Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Wifi
Los huéspedes suelen buscar este servicio tan popular
Cancelación gratuita antes del 10 mar.","30€
 / noche
30€ por noche
4,60
(108 evaluaciones)","¿Qué hay en este alojamiento?
Wifi
Aparcamiento gratuito en la calle
Zona para trabajar
Disponible para estancias largas
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 11 servicios"
Habitación privada en: piso. Anfitrión: David,1 huésped · 1 dormitorio · 1 cama · 2 baños,"Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 90 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita durante 48 horas","15€
 / noche
15€ por noche
4,60
(214 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
TV
Ascensor
Lavadora
Secadora
Disponible para estancias largas
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 8 servicios"
Habitación privada en: piso. Anfitrión: John,2 huéspedes · 1 dormitorio · 1 cama · 1 baño privado,"Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 90 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita durante 48 horas","59€
 / noche
59€ por noche
4,93
(167 evaluaciones)","¿Dónde dormirás?
Dormitorio
1 cama de matrimonio"
Habitación privada en: piso. Anfitrión: Monica,"1 huésped · 1 dormitorio · 1 cama · 1,5 baños compartidos","Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 95 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita antes del 15 may.","25€
 / noche
25€ por noche
4,77
(26 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
TV
Ascensor
Lavadora (en el alojamiento)
Aire acondicionado portátil
Patio o balcón (privada)
Se permite dejar el equipaje
Cámaras de seguridad en la propiedad
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
Mostrar los 30 servicios"
Habitación privada en: piso. Anfitrión: Constance,2 huéspedes · 1 dormitorio · 2 camas · 1 baño,"Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 95 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita antes del 23 ene.","29€
 / noche
29€ por noche
4,58
(321 evaluaciones)","2 noches en Barcelona
28 de ene. de 2022 - 30 de ene. de 2022"
Habitación privada en: piso. Anfitrión: Ariana,1 huésped · 1 dormitorio · 1 cama · 1 baño privado,"Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Admite mascotas
Los huéspedes suelen buscar este servicio tan popular
Cancelación gratuita durante 48 horas","27€
 / noche
27€ por noche
4,78
(37 evaluaciones)","¿Dónde dormirás?
Dormitorio
1 cama de matrimonio"
Habitación privada en: piso. Anfitrión: Cristina,"2 huéspedes · 1 dormitorio · 1 cama · 2,5 baños compartidos","Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 95 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita durante 48 horas","33€
 / noche
33€ por noche
4,75
(154 evaluaciones)","¿Qué hay en este alojamiento?
Vistas al perfil urbano
Acceso a la playa, primera línea
Cocina
Wifi
TV
Lavadora
Secadora
Bañera
Patio o balcón (privada)
Se permite dejar el equipaje
Mostrar los 56 servicios"
Habitación privada en: piso. Anfitrión: Gabriela,"1 huésped · 1 dormitorio · 1 cama · 1,5 baños compartidos","Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Wifi
Los huéspedes suelen buscar este servicio tan popular
Cancelación gratuita antes del 8 sept.","25€
 / noche
25€ por noche
4,57
(464 evaluaciones)","¿Qué hay en este alojamiento?
Vistas al perfil urbano
Cocina
Wifi
Ascensor
Aire acondicionado
Bañera
Se permite dejar el equipaje
Secador de pelo
Frigorífico
Microondas
Mostrar los 45 servicios"
Habitación privada en: piso. Anfitrión: Carma Beatriu,1 huésped · 1 dormitorio · 1 cama · 1 baño compartido,"Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Wifi
Los huéspedes suelen buscar este servicio tan popular
Cancelación gratuita antes del 31 mar.","20€
 / noche
20€ por noche
4,79
(14 evaluaciones)","¿Qué hay en este alojamiento?
Wifi
Lavadora
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 6 servicios"
Habitación privada en: piso. Anfitrión: Gaspar,1 huésped · 1 dormitorio · 1 cama · 1 baño compartido,"Wifi
Los huéspedes suelen buscar este servicio tan popular
Cancelación gratuita antes del 12 may.","25€
 / noche
25€ por noche
4,40
(282 evaluaciones)","¿Qué hay en este alojamiento?
Wifi
Se permite dejar el equipaje
Disponible para estancias largas
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 17 servicios"
Habitación privada en: piso. Anfitrión: Mario,1 huésped · 1 dormitorio · 1 cama · 1 baño compartido,"Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Fantástico proceso de llegada
El 100 % de los últimos huéspedes han valorado con 5 estrellas el proceso de llegada.
Cancelación gratuita antes del 22 may.","16€
 / noche
16€ por noche
4,69
(121 evaluaciones)","¿Qué hay en este alojamiento?
Costa
Cocina
Wifi
Aparcamiento gratuito en la calle
Bañera
Patio o balcón (Compartida)
Se permite dejar el equipaje
Frigorífico
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 33 servicios"
Habitación privada en: piso. Anfitrión: Caro  Lina,1 huésped · 1 dormitorio · 1 cama · 1 baño compartido,"Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 100 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita durante 48 horas","20€
 / noche
20€ por noche
4,74
(44 evaluaciones)","2 noches en Barcelona
16 de sep. de 2022 - 18 de sep. de 2022"
Habitación privada en: piso. Anfitrión: Gaspar,1 huésped · 1 dormitorio · 1 cama · 1 baño compartido,"Wifi
Los huéspedes suelen buscar este servicio tan popular
Cancelación gratuita antes del 1 sept.","25€
 / noche
25€ por noche
4,40
(282 evaluaciones)","¿Qué hay en este alojamiento?
Wifi
Se permite dejar el equipaje
Disponible para estancias largas
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 17 servicios"
Habitación privada en: piso. Anfitrión: Joel Giraldo,1 huésped · 1 dormitorio · 1 cama · 1 baño compartido,"Wifi
Los huéspedes suelen buscar este servicio tan popular
Cancelación gratuita durante 48 horas","19€
 / noche
19€ por noche
4,42
(635 evaluaciones)","¿Qué hay en este alojamiento?
Wifi
Ascensor
Secador de pelo
Frigorífico
Disponible para estancias largas
Aparcamiento de pago fuera de las instalaciones
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 22 servicios"
Habitación en hotel boutique. Anfitrión: Jordi,2 huéspedes · 1 dormitorio · 1 cama · 1 baño privado,"Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Llegada autónoma
Accede al alojamiento directamente mediante la cerradura con teclado.
Ubicación fantástica
El 100 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.","50€
 / noche
50€ por noche
4,71
(62 evaluaciones)","¿Qué hay en este alojamiento?
Wifi
Aparcamiento gratuito en la calle
Televisión con televisión por cable estándar
Cargador para coches eléctricos
Aire acondicionado
Patio o balcón
Patio trasero
Se permite dejar el equipaje
Secador de pelo
Frigorífico
Mostrar los 40 servicios"
Habitación privada en: piso. Anfitrión: John,2 huéspedes · 1 dormitorio · 1 cama · 1 baño privado,"Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 95 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita durante 48 horas","59€
 / noche
59€ por noche
4,95
(211 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
TV
Ascensor
Lavadora
Aire acondicionado
Se permite dejar el equipaje
Secador de pelo
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 30 servicios"
Habitación privada en: piso. Anfitrión: David,1 huésped · 1 dormitorio · 1 cama · 2 baños,"Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 90 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita durante 48 horas","15€
 / noche
15€ por noche
4,60
(214 evaluaciones)","2 noches en Barcelona
24 de jun. de 2022 - 26 de jun. de 2022"
Alojamiento entero: piso. Anfitrión: Jordi,5 huéspedes · 2 dormitorios · 3 camas · 1 baño,"Alojamiento entero
(apartamento): será solo para ti.
Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 95 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita antes del 13 feb.","75€
 / noche
75€ por noche
4,76
(525 evaluaciones)","¿Qué hay en este alojamiento?
Vistas al perfil urbano
Cocina
Wifi
Aparcamiento gratuito en la calle
TV
Ascensor
Lavadora
Aire acondicionado
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 35 servicios"
Habitación privada en: piso. Anfitrión: Tommy,2 huéspedes · 1 dormitorio · 1 cama · 2 baños compartidos,"Ubicación fantástica
El 94 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Fantástico proceso de llegada
El 94 % de los últimos huéspedes han valorado con 5 estrellas el proceso de llegada.
Wifi
Los huéspedes suelen buscar este servicio tan popular","28€
 / noche
28€ por noche
4,45
(33 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
Ascensor
Lavadora
Patio o balcón (Compartida)
Se permite dejar el equipaje
Secador de pelo
Frigorífico
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 30 servicios"
Alojamiento entero: loft. Anfitrión: Tiza,"3 huéspedes · 1 dormitorio · 1,5 baños","Alojamiento entero
(loft): será solo para ti.
Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Llegada autónoma
Accede al alojamiento directamente mediante la caja de seguridad para llaves.
Cancelación gratuita antes del 16 feb.","42€
 / noche
42€ por noche","¿Qué hay en este alojamiento?
Vistas a la montaña
Vistas al perfil urbano
Cocina
Wifi
TV
Lavadora
Aire acondicionado
Secador de pelo
Zona para trabajar
Disponible para estancias largas
Mostrar los 23 servicios"
Habitación privada en: piso. Anfitrión: Ezequiel,1 huésped · 1 dormitorio · 1 cama · 1 baño compartido,"Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 100 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita durante 48 horas","23€
 / noche
23€ por noche
4,77
(82 evaluaciones)","¿Qué hay en este alojamiento?
Costa
Cocina
Wifi
Patio o balcón
Secador de pelo
Frigorífico
Microondas
Zona para trabajar
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 21 servicios"
Alojamiento entero: piso. Anfitrión: Paulo,2 huéspedes · Estudio · 1 cama · 1 baño,"Alojamiento entero
(apartamento): será solo para ti.
Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 95 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita antes del 16 ene.","86€ 
78€
 / noche
78€ por noche, inicialmente 86€
4,69
(264 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
Ascensor
Lavadora
Aire acondicionado
Patio o balcón
Cuna
Secador de pelo
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 33 servicios"
Alojamiento entero: piso. Anfitrión: Ramon,2 huéspedes · 1 dormitorio · 2 camas · 1 baño,"Alojamiento entero
(apartamento): será solo para ti.
Wifi
Los huéspedes suelen buscar este servicio tan popular
Buena comunicación
Un 95 % de los huéspedes más recientes ha valorado a Ramon con 5 estrellas en comunicación.
Cancelación gratuita durante 48 horas","45€
 / noche
45€ por noche
4,49
(236 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
TV
Ascensor
Aire acondicionado
Secador de pelo
Zona para trabajar
Disponible para estancias largas
Mostrar los 18 servicios"
Habitación privada en: piso. Anfitrión: Monica,"1 huésped · 1 dormitorio · 1 cama · 1,5 baños compartidos","Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 95 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita antes del 24 jul.","25€
 / noche
25€ por noche
4,77
(26 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
TV
Ascensor
Lavadora (en el alojamiento)
Aire acondicionado portátil
Patio o balcón (privada)
Se permite dejar el equipaje
Cámaras de seguridad en la propiedad
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
Mostrar los 30 servicios"
Habitación privada en: piso. Anfitrión: Michal,"2 huéspedes · 1 dormitorio · 1 cama · 1,5 baños compartidos","Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Fantástico proceso de llegada
El 95 % de los últimos huéspedes han valorado con 5 estrellas el proceso de llegada.
Cancelación gratuita antes del 22 dic.","33€
 / noche
33€ por noche
4,60
(193 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
Lavadora
Bañera
Patio o balcón (privada)
Se permite dejar el equipaje
Secador de pelo
Frigorífico
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 42 servicios"
Habitación privada en: piso. Anfitrión: Ariana,1 huésped · 1 dormitorio · 1 cama · 1 baño compartido,"Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Admite mascotas
Los huéspedes suelen buscar este servicio tan popular
Cancelación gratuita durante 48 horas","25€
 / noche
25€ por noche
4,60
(40 evaluaciones)","¿Dónde dormirás?
Dormitorio
1 cama de matrimonio"
Habitación privada en: casa particular. Anfitrión: Liliana,2 huéspedes · 1 dormitorio · 1 cama · 2 baños compartidos,"Wifi
Los huéspedes suelen buscar este servicio tan popular
Cancelación gratuita antes del 7 abr.","39€
 / noche
39€ por noche
4,38
(32 evaluaciones)","2 noches en Barcelona
8 de abr. de 2022 - 10 de abr. de 2022
LMXJVSD
LMXJVSD
abril 2022
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
mayo 2022
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
Borrar fechas"
Alojamiento entero: piso. Anfitrión: Antoni,4 huéspedes · 2 dormitorios · 2 camas · 1 baño,"Alojamiento entero
(apartamento): será solo para ti.
Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Llegada autónoma
Accede al alojamiento con ayuda del portero.
Cancelación gratuita durante 48 horas","70€
 / noche
70€ por noche
4,74
(400 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
TV
Ascensor
Lavadora
Aire acondicionado
Patio o balcón
Patio trasero
Secador de pelo
Frigorífico
Mostrar los 40 servicios"
Alojamiento entero: apartamento en complejo residencial. Anfitrión: Milan,"4 huéspedes · 1 dormitorio · 2 camas · 1,5 baños","Alojamiento entero
(apto. en complejo residencial): será solo para ti.
Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 95 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita antes del 9 oct.","120€
 / noche
120€ por noche
4,94
(36 evaluaciones)","¿Dónde dormirás?
Dormitorio
1 cama de matrimonio, 1 sofá cama"
Alojamiento entero: loft. Anfitrión: Mari,4 huéspedes · 2 dormitorios · 3 camas · 1 baño,"Alojamiento entero
(loft): será solo para ti.
Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 95 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita antes del 10 nov.","95€
 / noche
95€ por noche
4,94
(544 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
TV
Ascensor
Cargador para coches eléctricos
Lavadora
Aire acondicionado
Patio o balcón (privada)
Parque/cunas de viaje
Secador de pelo
Mostrar los 29 servicios"
Alojamiento entero: piso. Anfitrión: Pavel,3 huéspedes · 1 dormitorio · 2 camas · 1 baño,"Alojamiento entero
(apartamento): será solo para ti.
Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Wifi
Los huéspedes suelen buscar este servicio tan popular
Cancelación gratuita antes del 10 feb.","107€ 
97€
 / noche
97€ por noche, inicialmente 107€
4,76
(45 evaluaciones)","¿Dónde dormirás?
Dormitorio
1 cama de matrimonio
Salón
1 sofá cama"
Habitación en hotel boutique. Anfitrión: Jordi,2 huéspedes · 1 dormitorio · 1 cama · 1 baño privado,"Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Llegada autónoma
Accede al alojamiento directamente mediante la cerradura con teclado.
Cancelación gratuita durante 48 horas","58€
 / noche
58€ por noche
4,71
(62 evaluaciones)","¿Qué hay en este alojamiento?
Wifi
Aparcamiento gratuito en la calle
Televisión con televisión por cable estándar
Cargador para coches eléctricos
Aire acondicionado
Patio o balcón
Patio trasero
Se permite dejar el equipaje
Secador de pelo
Frigorífico
Mostrar los 40 servicios"
Habitación privada en: piso. Anfitrión: Tommy,2 huéspedes · 1 dormitorio · 1 cama · 2 baños compartidos,"Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Wifi
Los huéspedes suelen buscar este servicio tan popular
Cancelación gratuita antes del 20 nov.","25€
 / noche
25€ por noche","2 noches en Barcelona
25 de nov. de 2022 - 27 de nov. de 2022"
Habitación privada en: piso. Anfitrión: John,2 huéspedes · 1 dormitorio · 1 cama · 1 baño privado,"Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 90 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita durante 48 horas","59€
 / noche
59€ por noche
4,89
(180 evaluaciones)","¿Dónde dormirás?
Dormitorio
1 cama de matrimonio"
Habitación en hotel boutique. Anfitrión: Jordi,2 huéspedes · 1 dormitorio · 1 cama · 1 baño privado,"Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Llegada autónoma
Accede al alojamiento directamente mediante la cerradura con teclado.
Cancelación gratuita durante 48 horas","77€ 
60€
 / noche
60€ por noche, inicialmente 77€
4,81
(63 evaluaciones)","¿Qué hay en este alojamiento?
Wifi
Aparcamiento gratuito en la calle
Televisión con televisión por cable estándar
Cargador para coches eléctricos
Aire acondicionado
Patio o balcón
Se permite dejar el equipaje
Secador de pelo
Frigorífico
Desayuno
Mostrar los 43 servicios"
Habitación privada en: piso. Anfitrión: Ezequiel,1 huésped · 1 dormitorio · 1 cama · 1 baño compartido,"Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 100 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita durante 48 horas","23€
 / noche
23€ por noche
4,77
(82 evaluaciones)","¿Qué hay en este alojamiento?
Costa
Cocina
Wifi
Patio o balcón
Secador de pelo
Frigorífico
Microondas
Zona para trabajar
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 21 servicios"
Alojamiento entero: piso. Anfitrión: Paulo,2 huéspedes · Estudio · 1 cama · 1 baño,"Alojamiento entero
(apartamento): será solo para ti.
Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 95 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita antes del 9 ene.","85€ 
75€
 / noche
75€ por noche, inicialmente 85€
4,69
(264 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
Ascensor
Lavadora
Aire acondicionado
Patio o balcón
Cuna
Secador de pelo
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 33 servicios"
Habitación privada en: piso. Anfitrión: Davi E Amanda,2 huéspedes · 1 dormitorio · 1 cama · 1 baño compartido,"Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 92 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita antes del 24 ago.","35€
 / noche
35€ por noche
4,83
(12 evaluaciones)","¿Dónde dormirás?
Dormitorio
1 cama de matrimonio"
Habitación privada en: piso. Anfitrión: María Y Leo,1 huésped · 1 dormitorio · 1 cama · 1 baño compartido,"Ubicación fantástica
El 95 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Wifi
Los huéspedes suelen buscar este servicio tan popular
Cancelación gratuita antes del 23 ene.","35€
 / noche
35€ por noche
4,26
(35 evaluaciones)","¿Dónde dormirás?
Dormitorio
1 cama individual"
Habitación privada en: piso. Anfitrión: Liliana,2 huéspedes · 1 dormitorio · 1 cama · 1 baño compartido,"Wifi
Los huéspedes suelen buscar este servicio tan popular
Cancelación gratuita antes del 20 oct.","39€
 / noche
39€ por noche
4,56
(36 evaluaciones)","2 noches en Barcelona
21 de oct. de 2022 - 23 de oct. de 2022
LMXJVSD
LMXJVSD
octubre 2022
noviembre 2022
Borrar fechas"
Habitación privada en: hostal. Anfitrión: Hostal Nitzs BCN,1 huésped · 1 dormitorio · 1 baño compartido,"Ubicación fantástica
El 92 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Wifi
Los huéspedes suelen buscar este servicio tan popular
Cancelación gratuita antes del 11 ago.","49€
 / noche
49€ por noche
4,69
(13 evaluaciones)","2 noches en Barcelona
12 de ago. de 2022 - 14 de ago. de 2022"
Habitación privada en: piso. Anfitrión: Angel,1 huésped · 1 dormitorio · 1 cama · 1 baño compartido,"Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Ubicación fantástica
El 95 % de los últimos huéspedes han valorado con 5 estrellas la ubicación.
Cancelación gratuita durante 48 horas","29€
 / noche
29€ por noche
4,61
(36 evaluaciones)","¿Qué hay en este alojamiento?
Wifi
TV
Ascensor
Secador de pelo
Frigorífico
Microondas
Zona para trabajar
Disponible para estancias largas
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 19 servicios"
Habitación privada en: piso. Anfitrión: Michal,"2 huéspedes · 1 dormitorio · 1 cama · 1,5 baños compartidos","Limpieza avanzada
Este anfitrión se ha comprometido a seguir el proceso de limpieza avanzada en 5 pasos de Airbnb. Mostrar más
Fantástico proceso de llegada
El 95 % de los últimos huéspedes han valorado con 5 estrellas el proceso de llegada.
Cancelación gratuita antes del 15 dic.","28€
 / noche
28€ por noche
4,60
(193 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
Lavadora
Bañera
Patio o balcón (privada)
Se permite dejar el equipaje
Secador de pelo
Frigorífico
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 42 servicios"
Habitación privada en: piso. Anfitrión: David,2 huéspedes · 1 dormitorio · 2 camas · 1 baño compartido,"Fantástico proceso de llegada
El 90 % de los últimos huéspedes han valorado con 5 estrellas el proceso de llegada.
Wifi
Los huéspedes suelen buscar este servicio tan popular
Cancelación gratuita antes del 6 ene.","24€
 / noche
24€ por noche
4,78
(209 evaluaciones)","¿Qué hay en este alojamiento?
Cocina
Wifi
TV
Ascensor
Lavadora
Secador de pelo
Frigorífico
Microondas
No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
No disponible: Detector de humo
Detector de humo
Mostrar los 29 servicios"
Habitación privada en: piso. Anfitrión: Raja,"2 huéspedes · 1 dormitorio · 1 cama · 1,5 baños compartidos","Fantástico proceso de llegada
El 95 % de los últimos huéspedes han valorado con 5 estrellas el proceso de llegada.
Wifi
Los huéspedes suelen buscar este servicio tan popular
Cancelación gratuita durante 48 horas","27€
 / noche
27€ por noche
4,54
(125 evaluaciones)","¿Dónde dormirás?
Dormitorio
1 cama de matrimonio"
